;tavg__ref;pptn__ref;petn__ref;diso__ref;ddho__ref
2011-01-08-00;4.674519;0.000000;0.01133;96.050;456.500
2011-01-08-01;4.473168;0.000000;0.01081;105.000;458.750
2011-01-08-02;4.473771;0.098081;0.01082;108.000;459.500
2011-01-08-03;5.130337;0.207675;0.01244;110.000;460.000
2011-01-08-04;5.473032;0.433274;0.01335;112.750;460.750
2011-01-08-05;5.504032;0.118738;0.01337;113.000;461.000
2011-01-08-06;5.158205;0.117727;0.01250;114.000;461.250
2011-01-08-07;5.919470;0.063858;0.01441;117.000;462.000
2011-01-08-08;5.943902;0.462596;0.01449;119.000;462.500
2011-01-08-09;6.060036;0.043107;0.01478;121.000;463.000
2011-01-08-10;6.296356;0.245005;0.01535;124.250;464.000
2011-01-08-11;6.615400;0.280626;0.01612;128.000;465.000
2011-01-08-12;6.854789;0.331512;0.01670;132.750;466.250
2011-01-08-13;7.521192;0.182367;0.01838;135.000;467.000
2011-01-08-14;8.278027;0.000000;0.02020;134.000;466.750
2011-01-08-15;7.721534;0.000000;0.01884;135.750;467.250
2011-01-08-16;7.598129;0.000000;0.01855;136.500;467.500
2011-01-08-17;7.208017;0.000000;0.01759;135.000;467.000
2011-01-08-18;6.893808;0.000000;0.01681;136.500;467.500
2011-01-08-19;6.599226;0.000000;0.01611;136.500;467.500
2011-01-08-20;6.333258;0.000000;0.01544;136.500;467.500
2011-01-08-21;6.081889;0.000000;0.01477;135.000;467.000
2011-01-08-22;5.596856;0.000000;0.01358;132.000;466.250
2011-01-08-23;5.606713;0.000000;0.01360;131.000;466.000
2011-01-09-00;5.283979;0.129927;0.01990;130.750;466.000
2011-01-09-01;5.409580;0.118717;0.02036;129.000;465.500
2011-01-09-02;5.509634;0.164859;0.02090;129.000;465.500
2011-01-09-03;5.163355;0.029228;0.01962;127.000;465.000
2011-01-09-04;4.628703;0.000000;0.01760;128.000;465.250
2011-01-09-05;4.726640;0.000000;0.01800;126.250;464.750
2011-01-09-06;5.874059;0.000000;0.02218;126.000;464.750
2011-01-09-07;5.689428;0.022148;0.02147;125.000;464.500
2011-01-09-08;5.652216;0.160292;0.02129;125.000;464.500
2011-01-09-09;5.710347;0.061773;0.02152;126.000;464.750
2011-01-09-10;5.825543;0.021710;0.02190;127.000;465.000
2011-01-09-11;6.800546;0.422878;0.02565;124.000;464.250
2011-01-09-12;6.590882;0.119312;0.02485;123.000;464.000
2011-01-09-13;5.983620;0.652482;0.02254;122.000;463.750
2011-01-09-14;5.230399;1.256851;0.01966;122.000;463.750
2011-01-09-15;4.268988;0.728102;0.01610;120.000;463.250
2011-01-09-16;3.613158;0.098676;0.01355;123.000;464.000
2011-01-09-17;3.231125;0.168749;0.01209;124.000;464.250
2011-01-09-18;3.096608;0.036621;0.01158;121.000;463.500
2011-01-09-19;2.597124;0.001251;0.00969;118.000;462.750
2011-01-09-20;2.231106;0.001251;0.00828;120.000;463.250
2011-01-09-21;1.859294;0.000000;0.00690;122.000;463.750
2011-01-09-22;1.583389;0.000000;0.00589;120.000;463.250
2011-01-09-23;1.199063;0.000000;0.00449;119.000;463.000
2011-01-10-00;0.582688;0.000000;0.07838;118.000;462.750
2011-01-10-01;-0.113074;0.000000;0.01502;117.000;462.500
2011-01-10-02;-0.857529;0.000000;0.00075;118.750;463.000
2011-01-10-03;-1.305912;0.000000;0.00000;118.000;462.750
2011-01-10-04;-1.666247;0.000000;0.00000;118.000;462.750
2011-01-10-05;-2.750666;0.000000;0.00000;116.000;462.250
2011-01-10-06;-2.759533;0.026277;0.00000;117.250;462.750
2011-01-10-07;-3.095963;0.000000;0.00000;116.500;462.500
2011-01-10-08;-3.322136;0.000000;0.00000;115.250;462.250
2011-01-10-09;-2.858654;0.000000;0.00000;115.000;462.250
2011-01-10-10;-2.042524;0.040876;0.00000;117.000;462.750
2011-01-10-11;-1.491220;0.000000;0.00001;113.000;461.750
2011-01-10-12;-0.935889;0.000000;0.00114;111.000;461.250
2011-01-10-13;-0.900430;0.000000;0.00000;110.000;461.000
2011-01-10-14;-0.956955;0.000000;0.00000;109.000;460.750
2011-01-10-15;-1.119858;0.000000;0.00000;106.000;460.000
2011-01-10-16;-1.394853;0.000000;0.00000;107.000;460.250
2011-01-10-17;-1.472080;0.000000;0.00000;100.825;458.750
2011-01-10-18;-1.351154;0.000000;0.00000;94.525;457.250
2011-01-10-19;-1.301911;0.000000;0.00000;93.475;457.000
2011-01-10-20;-1.264582;0.005839;0.00000;90.550;456.250
2011-01-10-21;-1.339168;0.008759;0.00000;89.500;456.000
2011-01-10-22;-1.199898;0.002920;0.00000;85.975;455.000
2011-01-10-23;-1.144811;0.002920;0.00000;84.300;454.500
2011-01-11-00;-1.025779;0.002920;0.00000;81.175;453.500
2011-01-11-01;-0.879298;0.000000;0.00000;79.000;452.750
2011-01-11-02;-0.707988;0.000000;0.00000;76.900;452.000
2011-01-11-03;-0.684026;0.000000;0.00000;74.425;451.000
2011-01-11-04;-0.493075;0.001376;0.00000;71.700;449.750
2011-01-11-05;-0.314324;0.090334;0.00005;69.725;448.750
2011-01-11-06;-0.037174;0.069406;0.00067;68.300;448.000
2011-01-11-07;0.095131;0.031658;0.00154;66.700;447.000
2011-01-11-08;0.276130;0.022106;0.00306;65.575;446.250
2011-01-11-09;0.409366;0.022857;0.00435;63.850;445.000
2011-01-11-10;0.539283;0.019645;0.00568;62.325;443.750
2011-01-11-11;0.813231;0.008853;0.00842;60.750;442.250
2011-01-11-12;1.133333;0.011251;0.01172;59.600;441.000
2011-01-11-13;1.411369;0.000000;0.01459;59.150;440.500
2011-01-11-14;1.407465;0.000000;0.01451;58.100;439.250
2011-01-11-15;1.370451;0.000000;0.01415;57.550;438.500
2011-01-11-16;1.169064;0.001773;0.01206;56.500;437.000
2011-01-11-17;1.166622;0.000000;0.01206;55.600;435.500
2011-01-11-18;1.143338;0.000000;0.01180;55.000;434.500
2011-01-11-19;1.162035;0.051220;0.01198;54.050;432.750
2011-01-11-20;1.207499;0.104265;0.01244;53.225;431.250
2011-01-11-21;1.366646;0.089020;0.01403;52.600;430.000
2011-01-11-22;1.541410;0.240647;0.01581;51.975;428.750
2011-01-11-23;1.754978;0.059937;0.01881;51.350;427.500
2011-01-12-00;1.946988;0.137967;0.00554;50.900;426.500
2011-01-12-01;2.264989;0.009802;0.00657;50.325;425.250
2011-01-12-02;2.855155;0.003545;0.00841;49.900;424.250
2011-01-12-03;3.035813;0.113139;0.00904;49.100;422.500
2011-01-12-04;3.347301;0.088957;0.01053;48.775;421.750
2011-01-12-05;3.092879;0.099499;0.00949;48.300;420.750
2011-01-12-06;2.841585;0.000000;0.00860;47.500;418.750
2011-01-12-07;2.666868;0.007612;0.00794;47.200;418.000
2011-01-12-08;2.421276;0.001064;0.00712;46.700;416.750
2011-01-12-09;2.474128;0.000000;0.00724;46.200;415.500
2011-01-12-10;2.694524;0.000000;0.00791;45.800;414.500
2011-01-12-11;2.895440;0.002127;0.00850;45.200;412.750
2011-01-12-12;3.178236;0.001064;0.00936;44.750;411.500
2011-01-12-13;3.051479;0.000000;0.00895;44.600;411.000
2011-01-12-14;2.825675;0.010083;0.00826;44.125;409.750
2011-01-12-15;2.739974;0.113316;0.00800;43.900;409.000
2011-01-12-16;2.572418;0.474421;0.00753;43.900;409.000
2011-01-12-17;2.542421;1.048905;0.00743;43.825;408.750
2011-01-12-18;2.660633;0.884327;0.00782;43.600;408.000
2011-01-12-19;2.739136;0.582534;0.00805;43.675;408.250
2011-01-12-20;2.966706;0.461356;0.00888;43.900;409.000
2011-01-12-21;3.207806;1.104724;0.00976;44.250;410.000
2011-01-12-22;3.320579;1.227873;0.01017;44.700;411.250
2011-01-12-23;3.449503;1.006444;0.01073;45.225;412.750
2011-01-13-00;3.617077;1.415495;0.01102;45.900;414.500
2011-01-13-01;3.733881;1.991606;0.01138;46.800;417.000
2011-01-13-02;4.028432;1.995798;0.01230;47.900;419.500
2011-01-13-03;4.252097;1.469510;0.01297;48.600;421.250
2011-01-13-04;4.550568;0.338749;0.01391;49.725;423.750
2011-01-13-05;4.428117;0.647539;0.01349;51.000;426.500
2011-01-13-06;4.544421;0.742367;0.01380;52.700;430.000
2011-01-13-07;4.464812;0.849750;0.01355;53.325;431.250
2011-01-13-08;4.567590;1.173087;0.01383;54.675;433.750
2011-01-13-09;5.066472;1.254411;0.01544;57.050;437.500
2011-01-13-10;5.348566;1.328321;0.01631;59.600;440.750
2011-01-13-11;5.698475;1.862732;0.01741;62.600;443.750
2011-01-13-12;6.101685;1.386131;0.01867;66.350;446.750
2011-01-13-13;6.448982;1.601502;0.01979;70.850;449.250
2011-01-13-14;6.656087;0.983170;0.02045;74.550;451.000
2011-01-13-15;7.561772;0.761429;0.02329;82.050;453.750
2011-01-13-16;8.483775;0.570949;0.02622;92.250;456.750
2011-01-13-17;8.860020;0.536538;0.02739;105.250;460.000
2011-01-13-18;9.279918;0.325391;0.02878;119.250;463.500
2011-01-13-19;9.365355;0.132930;0.02902;129.500;466.250
2011-01-13-20;9.561654;0.120021;0.02965;133.250;467.250
2011-01-13-21;9.578100;0.185506;0.02970;139.750;469.250
2011-01-13-22;9.626451;0.190136;0.02986;144.000;470.500
2011-01-13-23;9.526807;0.176517;0.02953;146.750;471.250
2011-01-14-00;9.452010;0.230292;0.01491;148.250;471.750
2011-01-14-01;9.547428;0.215516;0.01506;149.000;472.000
2011-01-14-02;9.561653;0.123525;0.01508;151.250;472.750
2011-01-14-03;9.460429;0.220365;0.01490;152.750;473.250
2011-01-14-04;9.432890;0.585631;0.01486;150.500;472.500
2011-01-14-05;9.547918;0.225944;0.01504;153.500;473.500
2011-01-14-06;9.568857;0.022002;0.01508;151.250;472.750
2011-01-14-07;9.498131;0.035600;0.01496;152.000;473.000
2011-01-14-08;9.584439;0.008050;0.01510;152.000;473.000
2011-01-14-09;9.622276;0.005631;0.01515;150.500;472.500
2011-01-14-10;9.880813;0.001064;0.01556;151.250;472.750
2011-01-14-11;9.872985;0.001418;0.01554;149.000;472.000
2011-01-14-12;10.231483;0.001064;0.01609;149.750;472.250
2011-01-14-13;10.441272;0.000000;0.01641;146.000;471.000
2011-01-14-14;10.145693;0.000000;0.01594;145.250;470.750
2011-01-14-15;9.727776;0.000000;0.01529;145.250;470.750
2011-01-14-16;9.181384;0.001418;0.01443;142.000;469.750
2011-01-14-17;8.772793;0.001773;0.01379;141.000;469.500
2011-01-14-18;8.535611;0.000000;0.01342;138.250;468.750
2011-01-14-19;8.441472;0.000000;0.01327;137.500;468.500
2011-01-14-20;8.236834;0.001773;0.01294;130.500;466.500
2011-01-14-21;7.987725;0.000000;0.01255;131.250;466.750
2011-01-14-22;7.981280;0.000000;0.01254;128.000;465.750
2011-01-14-23;7.967843;0.000000;0.01251;123.750;464.500
2011-01-15-00;7.640455;0.061262;0.01274;122.000;464.000
2011-01-15-01;7.380022;0.221950;0.01231;120.000;463.500
2011-01-15-02;7.001990;0.875297;0.01167;118.000;463.000
2011-01-15-03;6.881815;0.441137;0.01148;116.000;462.500
2011-01-15-04;6.670459;0.077205;0.01112;114.000;462.000
2011-01-15-05;6.454879;0.306100;0.01076;114.000;462.000
2011-01-15-06;6.214383;0.149593;0.01035;111.000;461.250
2011-01-15-07;5.959483;0.015422;0.00993;110.000;461.000
2011-01-15-08;5.948826;0.205787;0.00991;110.000;461.000
2011-01-15-09;6.259799;0.013243;0.01042;110.000;461.000
2011-01-15-10;6.747579;0.005130;0.01123;110.000;461.000
2011-01-15-11;7.032023;0.002482;0.01171;108.000;460.500
2011-01-15-12;7.406487;0.000000;0.01232;106.000;460.000
2011-01-15-13;7.451767;0.000000;0.01240;103.000;459.250
2011-01-15-14;7.506644;0.000000;0.01249;102.000;459.000
2011-01-15-15;7.319235;0.000000;0.01218;102.000;459.000
2011-01-15-16;7.076660;0.000000;0.01178;102.000;459.000
2011-01-15-17;6.847854;0.001064;0.01140;99.850;458.500
2011-01-15-18;6.862417;0.000000;0.01142;97.700;458.000
2011-01-15-19;6.794614;0.000000;0.01130;97.700;458.000
2011-01-15-20;6.700195;0.000000;0.01115;93.700;457.000
2011-01-15-21;6.639962;0.007612;0.01105;93.700;457.000
2011-01-15-22;6.627370;0.000000;0.01102;93.700;457.000
2011-01-15-23;6.006294;0.000000;0.01000;89.900;456.000
2011-01-16-00;5.556245;0.000000;0.02752;89.900;456.000
2011-01-16-01;5.384073;0.000000;0.02662;88.150;455.500
2011-01-16-02;5.095890;0.000000;0.02517;86.425;455.000
2011-01-16-03;4.609434;0.000000;0.02271;86.500;455.000
2011-01-16-04;4.152010;0.000000;0.02042;84.100;454.250
2011-01-16-05;3.762782;0.000000;0.01847;83.300;454.000
2011-01-16-06;2.978707;0.000000;0.01462;82.550;453.750
2011-01-16-07;2.157350;0.000000;0.01056;80.300;453.000
2011-01-16-08;2.588009;0.000000;0.01279;80.300;453.000
2011-01-16-09;3.272465;0.000000;0.01619;77.600;452.000
2011-01-16-10;3.994524;0.000000;0.01975;77.600;452.000
2011-01-16-11;4.954041;0.000000;0.02454;75.200;451.000
2011-01-16-12;5.401198;0.000000;0.02674;75.200;451.000
2011-01-16-13;5.764085;0.000000;0.02852;72.900;450.000
2011-01-16-14;6.004570;0.000000;0.02969;72.900;450.000
2011-01-16-15;5.707466;0.000000;0.02823;70.900;449.000
2011-01-16-16;4.478681;0.000000;0.02212;70.425;448.750
2011-01-16-17;3.050100;0.000000;0.01507;69.000;448.000
2011-01-16-18;2.546418;0.000000;0.01259;68.225;447.500
2011-01-16-19;1.657211;0.000000;0.00813;67.025;446.750
2011-01-16-20;1.055129;0.000000;0.00515;65.550;445.750
2011-01-16-21;0.696191;0.000000;0.00337;64.500;445.000
2011-01-16-22;0.452193;0.000000;0.00223;63.300;444.000
2011-01-16-23;0.286708;0.000000;0.00153;62.400;443.250
2011-01-17-00;0.014489;0.000000;0.00119;61.850;442.750
2011-01-17-01;-0.084165;0.000000;0.00135;61.100;442.000
2011-01-17-02;-0.087900;0.000000;0.00086;60.100;441.000
2011-01-17-03;-0.019316;0.000000;0.00100;59.200;440.000
2011-01-17-04;-0.023419;0.000000;0.00127;58.400;439.000
2011-01-17-05;0.073467;0.000000;0.00190;58.225;438.750
2011-01-17-06;0.107692;0.000000;0.00173;57.700;438.000
2011-01-17-07;0.299314;0.001064;0.00290;57.000;437.000
2011-01-17-08;0.206353;0.000000;0.00208;56.850;436.750
2011-01-17-09;0.404369;0.000000;0.00403;56.400;436.000
2011-01-17-10;0.942015;0.000000;0.00938;55.875;435.250
2011-01-17-11;1.295944;0.004254;0.01297;55.200;434.000
2011-01-17-12;1.619334;0.001064;0.01641;55.200;434.000
2011-01-17-13;1.842110;0.000000;0.01880;54.600;433.000
2011-01-17-14;1.903178;0.000000;0.01951;54.000;432.000
2011-01-17-15;1.829228;0.000000;0.01889;53.650;431.250
2011-01-17-16;1.679460;0.000000;0.01745;53.250;430.500
2011-01-17-17;1.520694;0.000000;0.01576;53.000;430.000
2011-01-17-18;1.411820;0.001773;0.01445;52.500;429.000
2011-01-17-19;1.208306;0.000000;0.01215;52.125;428.250
2011-01-17-20;1.004650;0.000000;0.01016;51.550;427.000
2011-01-17-21;0.981605;0.000000;0.00992;51.475;426.750
2011-01-17-22;1.089004;0.000000;0.01116;51.100;426.000
2011-01-17-23;1.151951;0.000000;0.01192;50.725;425.250
2011-01-18-00;1.382707;0.009864;0.00589;50.075;423.750
2011-01-18-01;1.698098;0.029301;0.00724;49.700;423.000
2011-01-18-02;1.962636;0.000000;0.00835;49.300;422.000
2011-01-18-03;2.459904;0.000000;0.01044;48.925;421.250
2011-01-18-04;2.526168;0.004067;0.01074;48.600;420.500
2011-01-18-05;2.614994;0.000000;0.01114;48.400;420.000
2011-01-18-06;2.830527;0.000000;0.01208;48.200;419.500
2011-01-18-07;2.647043;0.000000;0.01128;47.800;418.500
2011-01-18-08;2.912997;0.000000;0.01241;47.600;418.000
2011-01-18-09;3.609832;0.000000;0.01540;47.500;417.750
2011-01-18-10;4.454853;0.000000;0.01897;47.200;417.000
2011-01-18-11;5.334757;0.000000;0.02272;46.900;416.250
2011-01-18-12;6.339257;0.000000;0.02700;46.800;416.000
2011-01-18-13;6.582729;0.000000;0.02806;46.600;415.500
2011-01-18-14;6.705707;0.000000;0.02859;46.400;415.000
2011-01-18-15;6.514939;0.000000;0.02778;46.200;414.500
2011-01-18-16;6.026587;0.025756;0.02570;46.000;414.000
2011-01-18-17;5.524457;0.017831;0.02355;45.700;413.000
2011-01-18-18;5.250853;0.000000;0.02240;45.700;413.000
2011-01-18-19;5.141771;0.178676;0.02194;45.700;413.000
2011-01-18-20;4.949694;0.210459;0.02111;45.350;412.000
2011-01-18-21;4.581857;0.008133;0.01953;45.000;411.000
2011-01-18-22;4.508435;0.000000;0.01922;45.000;411.000
2011-01-18-23;4.601625;0.042815;0.01962;45.000;411.000
2011-01-19-00;4.421605;0.068780;0.04474;45.000;411.000
2011-01-19-01;3.889206;0.002920;0.03646;44.700;410.250
2011-01-19-02;3.231225;0.016726;0.02883;44.600;410.000
2011-01-19-03;2.549590;0.071335;0.02235;44.450;409.500
2011-01-19-04;2.114076;0.013139;0.01822;44.300;409.000
2011-01-19-05;1.854216;0.026559;0.01595;44.300;409.000
2011-01-19-06;1.439082;0.020542;0.01231;44.225;408.750
2011-01-19-07;1.101920;0.000000;0.00945;44.000;408.000
2011-01-19-08;1.095728;0.052336;0.00948;44.000;408.000
2011-01-19-09;1.379759;0.076663;0.01194;43.575;406.750
2011-01-19-10;1.932547;0.002836;0.01668;42.475;403.250
2011-01-19-11;2.378039;0.001418;0.02060;43.000;405.000
2011-01-19-12;2.707970;0.008530;0.02369;42.925;404.750
2011-01-19-13;2.194185;0.187372;0.01886;42.700;404.000
2011-01-19-14;2.161585;0.124171;0.01858;42.550;403.500
2011-01-19-15;2.155527;0.000000;0.01850;42.400;403.000
2011-01-19-16;1.277083;0.162367;0.01103;42.400;403.000
2011-01-19-17;0.555611;0.184463;0.00568;42.400;403.000
2011-01-19-18;0.088757;0.000000;0.00236;42.400;403.000
2011-01-19-19;-0.066172;0.000000;0.00154;42.400;403.000
2011-01-19-20;-0.171553;0.000000;0.00112;42.400;403.000
2011-01-19-21;-0.308732;0.031324;0.00045;42.175;402.250
2011-01-19-22;-0.263926;0.031700;0.00058;41.875;401.250
2011-01-19-23;-0.371612;0.502378;0.00031;41.575;400.250
2011-01-20-00;-0.397221;1.502826;0.00164;41.275;399.250
2011-01-20-01;-0.515139;1.990813;0.00019;41.050;398.250
2011-01-20-02;-0.541046;1.489218;0.00008;41.000;398.000
2011-01-20-03;-1.024130;0.288457;0.00000;40.700;397.000
2011-01-20-04;-1.425901;0.104588;0.00000;40.475;396.250
2011-01-20-05;-2.201651;0.017101;0.00000;40.175;395.250
2011-01-20-06;-2.441202;0.000000;0.00000;40.050;394.750
2011-01-20-07;-2.056258;0.024296;0.00000;39.900;394.000
2011-01-20-08;-1.514253;0.000000;0.00000;39.600;393.000
2011-01-20-09;-1.105695;0.000000;0.00000;39.375;392.250
2011-01-20-10;-0.613914;0.020021;0.00003;39.050;391.000
2011-01-20-11;0.160194;0.073577;0.02079;38.500;389.000
2011-01-20-12;0.323421;0.034411;0.02924;38.500;389.000
2011-01-20-13;0.175874;0.032638;0.02152;38.500;389.000
2011-01-20-14;0.065035;0.125839;0.01949;38.500;389.000
2011-01-20-15;-0.313076;0.055474;0.00479;38.500;389.000
2011-01-20-16;-0.576213;0.048509;0.00073;38.500;389.000
2011-01-20-17;-1.015242;0.002836;0.00000;38.500;389.000
2011-01-20-18;-1.388272;0.000000;0.00000;38.500;389.000
2011-01-20-19;-1.683155;0.000000;0.00000;38.400;388.500
2011-01-20-20;-1.658691;0.000000;0.00000;38.300;388.000
2011-01-20-21;-1.738032;0.000000;0.00000;38.300;388.000
2011-01-20-22;-1.790884;0.000000;0.00000;38.150;387.500
2011-01-20-23;-1.876689;0.000521;0.00000;38.000;387.000
2011-01-21-00;-1.975120;0.001064;0.00000;38.000;387.000
2011-01-21-01;-2.042840;0.000000;0.00000;37.850;386.250
2011-01-21-02;-2.114664;0.006903;0.00000;37.800;386.000
2011-01-21-03;-2.163174;0.004964;0.00000;37.500;385.000
2011-01-21-04;-2.191379;0.002127;0.00000;37.350;384.250
2011-01-21-05;-2.239862;0.000000;0.00000;37.300;384.000
2011-01-21-06;-2.319605;0.000000;0.00000;37.000;383.000
2011-01-21-07;-2.389207;0.000000;0.00000;36.850;382.250
2011-01-21-08;-2.448015;0.000000;0.00000;36.800;382.000
2011-01-21-09;-2.398455;0.000000;0.00000;36.600;381.000
2011-01-21-10;-2.241099;0.000000;0.00000;36.600;381.000
2011-01-21-11;-2.090301;0.000000;0.00000;36.300;380.000
2011-01-21-12;-1.968197;0.000000;0.00000;36.250;379.750
2011-01-21-13;-1.960493;0.000000;0.00000;36.100;379.000
2011-01-21-14;-1.930195;0.000000;0.00000;35.950;378.500
2011-01-21-15;-2.035596;0.000000;0.00000;35.650;377.250
2011-01-21-16;-2.200003;0.000000;0.00000;35.600;377.000
2011-01-21-17;-2.331677;0.000000;0.00000;35.600;377.000
2011-01-21-18;-2.383675;0.004067;0.00000;35.400;376.000
2011-01-21-19;-2.422600;0.000000;0.00000;35.050;374.750
2011-01-21-20;-2.484697;0.000000;0.00000;34.850;373.750
2011-01-21-21;-2.504148;0.000000;0.00000;34.700;373.000
2011-01-21-22;-2.519360;0.000000;0.00000;34.700;373.000
2011-01-21-23;-2.591239;0.000000;0.00000;34.550;372.250
2011-01-22-00;-2.705014;0.000000;0.00000;34.275;371.250
2011-01-22-01;-2.773661;0.002836;0.00000;33.900;369.500
2011-01-22-02;-2.925010;0.024400;0.00000;33.550;367.750
2011-01-22-03;-3.046686;0.005339;0.00000;33.000;365.500
2011-01-22-04;-3.173105;0.000000;0.00000;32.350;362.250
2011-01-22-05;-3.404205;0.000000;0.00000;31.800;359.500
2011-01-22-06;-3.731749;0.006194;0.00000;31.150;356.250
2011-01-22-07;-3.975480;0.000000;0.00000;30.550;353.250
2011-01-22-08;-4.476194;0.000000;0.00000;29.900;350.000
2011-01-22-09;-3.670422;0.000000;0.00000;29.200;346.500
2011-01-22-10;-2.711852;0.000000;0.00000;28.450;342.750
2011-01-22-11;-2.574213;0.000000;0.00000;28.250;341.500
2011-01-22-12;-1.552835;0.000000;0.00000;28.150;340.750
2011-01-22-13;-1.312073;0.002920;0.00000;27.900;339.500
2011-01-22-14;-1.463606;0.000000;0.00000;27.450;337.250
2011-01-22-15;-2.003771;0.001773;0.00000;27.225;335.750
2011-01-22-16;-3.118396;0.000000;0.00000;27.000;334.500
2011-01-22-17;-4.503660;0.000000;0.00000;26.750;333.250
2011-01-22-18;-5.531795;0.000000;0.00000;26.600;332.000
2011-01-22-19;-6.119181;0.000000;0.00000;26.400;331.000
2011-01-22-20;-6.646828;0.000000;0.00000;26.200;330.000
2011-01-22-21;-7.071517;0.000000;0.00000;25.950;328.500
2011-01-22-22;-7.438768;0.000000;0.00000;25.700;327.000
2011-01-22-23;-7.649499;0.000000;0.00000;25.650;326.750
2011-01-23-00;-7.859232;0.000000;0.00000;25.450;325.500
2011-01-23-01;-7.923822;0.000000;0.00000;25.100;323.500
2011-01-23-02;-7.647501;0.000000;0.00000;24.600;320.500
2011-01-23-03;-7.014025;0.000000;0.00000;24.375;319.000
2011-01-23-04;-6.688469;0.000000;0.00000;24.125;317.250
2011-01-23-05;-6.233669;0.000000;0.00000;23.900;316.000
2011-01-23-06;-5.660826;0.000000;0.00000;23.675;314.750
2011-01-23-07;-5.181674;0.000000;0.00000;23.500;313.500
2011-01-23-08;-4.779666;0.002690;0.00000;23.300;312.250
2011-01-23-09;-4.189596;0.001773;0.00000;22.825;309.250
2011-01-23-10;-3.455538;0.000000;0.00000;22.800;309.000
2011-01-23-11;-3.340585;0.000000;0.00000;22.700;308.500
2011-01-23-12;-2.292521;0.000000;0.00000;22.600;308.000
2011-01-23-13;-1.676583;0.000000;0.00000;22.600;308.000
2011-01-23-14;-1.311872;0.000000;0.00000;22.400;306.500
2011-01-23-15;-1.268373;0.000000;0.00000;22.100;305.000
2011-01-23-16;-1.376214;0.000000;0.00000;22.100;305.000
2011-01-23-17;-1.540785;0.042336;0.00000;22.100;305.000
2011-01-23-18;-1.667300;0.066632;0.00000;22.150;305.000
2011-01-23-19;-1.470403;0.000000;0.00000;22.275;305.750
2011-01-23-20;-1.397323;0.004067;0.00000;22.775;308.750
2011-01-23-21;-1.279547;0.000000;0.00000;23.150;311.250
2011-01-23-22;-1.172767;0.000000;0.00000;23.300;312.000
2011-01-23-23;-1.062199;0.000000;0.00000;23.375;312.750
2011-01-24-00;-0.948329;0.015151;0.00000;23.400;313.000
2011-01-24-01;-0.669429;0.000000;0.00011;23.400;313.000
2011-01-24-02;-0.328528;0.002920;0.00048;23.400;313.000
2011-01-24-03;-0.128617;0.006986;0.00129;23.400;313.000
2011-01-24-04;0.044453;0.000000;0.00248;23.450;313.000
2011-01-24-05;0.047976;0.005839;0.00275;23.500;313.000
2011-01-24-06;0.138307;0.002920;0.00368;23.500;313.000
2011-01-24-07;0.261606;0.006903;0.00484;23.450;312.750
2011-01-24-08;0.292151;0.013368;0.00513;23.300;312.000
2011-01-24-09;0.545575;0.004067;0.00819;23.300;312.000
2011-01-24-10;0.989489;0.000000;0.01520;23.250;311.750
2011-01-24-11;1.176365;0.000000;0.01826;23.100;311.000
2011-01-24-12;1.166072;0.000000;0.01786;23.100;311.000
2011-01-24-13;1.229419;0.000000;0.01867;23.100;311.000
2011-01-24-14;1.377389;0.000000;0.02128;23.100;311.000
2011-01-24-15;1.212888;0.000000;0.01845;23.100;311.000
2011-01-24-16;0.848422;0.006465;0.01252;23.200;311.000
2011-01-24-17;0.670161;0.017623;0.01011;23.000;310.000
2011-01-24-18;0.457856;0.000000;0.00727;23.000;310.000
2011-01-24-19;0.450795;0.000000;0.00726;23.000;310.000
2011-01-24-20;0.356075;0.000000;0.00619;23.000;310.000
2011-01-24-21;0.310538;0.008102;0.00561;23.000;310.000
2011-01-24-22;0.167289;0.047445;0.00393;23.000;310.000
2011-01-24-23;0.143525;0.030928;0.00354;23.000;310.000
2011-01-25-00;0.058637;0.085620;0.00300;23.000;310.000
2011-01-25-01;-0.001408;0.009479;0.00249;23.000;310.000
2011-01-25-02;-0.004758;0.012722;0.00238;23.000;310.000
2011-01-25-03;-0.008998;0.000000;0.00236;23.000;310.000
2011-01-25-04;0.099244;0.000000;0.00375;23.000;310.000
2011-01-25-05;0.217989;0.000000;0.00555;23.000;310.000
2011-01-25-06;0.310820;0.001376;0.00735;23.000;310.000
2011-01-25-07;0.332399;0.060417;0.00815;23.000;310.000
2011-01-25-08;0.413315;0.061491;0.01036;23.000;310.000
2011-01-25-09;0.192289;0.434922;0.00507;23.000;310.000
2011-01-25-10;0.118898;0.396465;0.00377;23.000;310.000
2011-01-25-11;-0.005455;1.030250;0.00230;22.900;309.000
2011-01-25-12;0.025496;0.925965;0.00285;22.900;309.000
2011-01-25-13;0.094001;0.324838;0.00352;22.700;307.750
2011-01-25-14;0.192991;0.476048;0.00485;22.600;307.000
2011-01-25-15;0.190412;0.276184;0.00499;22.600;307.000
2011-01-25-16;0.154426;0.315182;0.00487;22.800;308.500
2011-01-25-17;0.053687;0.020626;0.00366;22.925;309.250
2011-01-25-18;-0.049103;0.041481;0.00220;23.000;310.000
2011-01-25-19;-0.136569;0.077560;0.00153;23.200;311.000
2011-01-25-20;-0.114429;0.019708;0.00167;23.400;312.000
2011-01-25-21;0.038089;0.000000;0.00328;23.400;312.000
2011-01-25-22;0.210421;0.044484;0.00563;23.400;312.000
2011-01-25-23;0.191736;0.084171;0.00527;23.400;312.000
